Name,Year,Duration,Genre,Rating,Votes,Director,Actor 1,Actor 2,Actor 3,Genre_mean_rating,Director_encoded,Actor1_encoded,Actor2_encoded,Actor3_encoded
Majaz,2017.0,178.0,Biography,5.4,5.0,Ravindra Singh,Priyanshu Chatterjee,Rashmi Mishra,Neelima Azim,6.674025974025974,5.4,6.3500000000000005,5.4,5.35
Majboor Ladki,1991.0,127.0,Thriller,2.8,9.0,Ram Pahwa,Pankaj Dheer,Javed Khan,Alok Nath,5.382558139534884,2.8,4.199999999999999,3.4499999999999997,5.725
Majhli Didi,1967.0,136.0,Drama,7.7,85.0,Hrishikesh Mukherjee,Meena Kumari,Dharmendra,Lalita Pawar,6.271282051282052,7.266666666666667,6.8999999999999995,6.275,6.9818181818181815
Majjma,2021.0,106.0,Drama,8.1,24.0,Prabhat Sachdeva,Amit Bhardwaj,Gagansharmaknl,Nanda Yadav,6.271282051282052,8.1,8.1,8.1,8.1
Major Saab,1998.0,165.0,Action,5.3,2083.0,Tinnu Anand,Amitabh Bachchan,Ajay Devgn,Sonali Bendre,5.543406229290921,6.233333333333333,6.122340425531915,4.975,5.071428571428571
Majunu,2001.0,172.0,Action,5.2,124.0,Ravichandran,Prashanth,Rinke Khanna,Raghuvaran,5.543406229290921,5.2,5.333333333333333,5.2,5.24
Malaal,2019.0,136.0,Action,6.0,850.0,Mangesh Hadawale,Meezaan Jafri,Sharmin Segal,Chinmayee Surve,5.543406229290921,6.0,6.0,6.0,6.0
Malamaal Weekly,2006.0,137.0,Comedy,7.0,6120.0,Priyadarshan,Paresh Rawal,Om Puri,Riteish Deshmukh,5.838155136268345,6.1521739130434785,6.681818181818182,5.907692307692307,5.130769230769231
Malang,2020.0,135.0,Action,6.5,8972.0,Mohit Suri,Aditya Roy Kapoor,Anil Kapoor,Disha Patani,5.543406229290921,6.15,6.04,5.3826086956521735,6.5
Malik Ek,2010.0,128.0,Biography,6.6,23.0,Deepak Balraj Vij,Akanksha,Rana Jung Bahadur,Sudesh Berry,6.674025974025974,5.5875,6.6,5.36,6.15
Mammo,1994.0,130.0,Drama,7.7,406.0,Shyam Benegal,Farida Jalal,Surekha Sikri,Amit Phalke,6.271282051282052,7.25,7.7,7.45,6.9
Mamta,1966.0,150.0,Drama,6.8,116.0,Asit Sen,Ashok Kumar,Dharmendra,Suchitra Sen,6.271282051282052,7.271428571428571,6.5458823529411765,6.275,6.8
Man Ka Meet,1969.0,150.0,Action,5.7,21.0,Adurthi Subba Rao,Som Dutt,Leena Chandavarkar,Om Prakash,5.543406229290921,6.720000000000001,5.7,6.3,6.377777777777777
Man Mandir,1971.0,142.0,Drama,5.2,32.0,Tapi Chanakya,Waheeda Rehman,Sanjeev Kumar,Sudesh Kumar,6.271282051282052,6.540000000000001,6.5,6.673913043478261,5.2
Manasarovar,2004.0,90.0,Drama,6.9,80.0,Anup Kurian,Atul Kulkarni,Neha Dubey,Zafar Karachiwala,6.271282051282052,6.25,5.8999999999999995,6.9,6.9
Manavata,1972.0,120.0,Drama,7.3,6.0,Tapi Chanakya,Sawroop Butta,Swarup Dutt,Radha Saluja,6.271282051282052,6.540000000000001,7.3,7.3,7.3
Manchala,1999.0,137.0,Romance,5.2,5.0,Jayprakkash Shaw,Vivek Mushran,Gauri Khopkar,Rakesh Bedi,5.624503311258278,4.475,4.62,5.2,5.457142857142857
Manchali,1973.0,131.0,Comedy,6.5,129.0,Raja Nawathe,Sanjeev Kumar,Leena Chandavarkar,Nazima,5.838155136268345,6.88,6.58,6.3,6.633333333333333
Mandi,1983.0,167.0,Comedy,7.5,744.0,Shyam Benegal,Shabana Azmi,Smita Patil,Naseeruddin Shah,5.838155136268345,7.25,6.8297297297297295,6.261904761904762,6.640000000000001
Mangal Pandey,1983.0,136.0,Action,5.9,29.0,Harmesh Malhotra,Ranjit Sood,Ajit,Harbans Darshan M. Arora,5.543406229290921,5.62,5.9,6.2700000000000005,5.9
Mangalashtak Once More,2013.0,122.0,Drama,6.2,105.0,Samir Joshi,Mukta Barve,Mangesh Borgaonkar,Hemant Dhome,6.271282051282052,6.2,6.2,6.2,6.2
Mangalsutra,1981.0,121.0,Horror,6.5,48.0,Vijay B.,Rekha,Anant Nag,Prema Narayan,4.68655462184874,6.5,5.442857142857143,6.95,6.533333333333334
Manikanda,2007.0,121.0,Action,3.6,38.0,Selva,Annapoorna,Madhan Bob,Vagai Chandrasekar,5.543406229290921,3.6,5.35,3.6,3.6
Manikarnika,2019.0,148.0,Action,6.4,10230.0,Radha Krishna Jagarlamudi,Kangana Ranaut,Kangana Ranaut,Danny Denzongpa,5.543406229290921,6.366666666666667,5.99090909090909,5.15,5.909523809523809
Manjhi,2015.0,120.0,Adventure,8.0,18207.0,Ketan Mehta,Nawazuddin Siddiqui,Radhika Apte,Ashutosh Acharya,6.188,6.8,6.413333333333333,7.114285714285714,8.0
Manjunath,2014.0,130.0,Biography,7.2,478.0,Sandeep A. Varma,Anjori Alagh,Karan Ashar,Aarun D. Baliean,6.674025974025974,7.2,7.2,5.85,7.2
Manmatha Leelai,1976.0,161.0,Comedy,6.7,114.0,K. Balachander,Aalam,Hema Chaudhari,Kamal Haasan,5.838155136268345,7.24,6.7,6.7,7.4
Man-Mauji,1962.0,141.0,Comedy,7.1,39.0,R. Krishnan,S. Panju,Kishore Kumar,Sadhana,5.838155136268345,6.36,6.36,6.325,6.6
Manohara,1954.0,199.0,Drama,7.3,46.0,L.V. Prasad,Shivaji Ganesan,Girija,Kannamba,6.271282051282052,6.355555555555556,7.033333333333334,7.3,7.3
Manokaamnaa,1980.0,110.0,Drama,7.1,15.0,Kedar Kapoor,Urmila Bhatt,Shail Chaturvedi,Kalpana Iyer,6.271282051282052,6.566666666666666,6.566666666666666,6.033333333333334,6.75
Manorama,2007.0,137.0,Crime,7.6,7563.0,Navdeep Singh,Abhay Deol,Gul Panag,Raima Sen,6.17,7.366666666666667,6.5875,6.533333333333334,6.4799999999999995
Manoranjan,1974.0,158.0,Comedy,6.8,214.0,Shammi Kapoor,Shammi Kapoor,Sanjeev Kumar,Zeenat Aman,5.838155136268345,6.8,6.91875,6.673913043478261,6.558333333333334
Manto,2018.0,112.0,Biography,7.4,3929.0,Nandita Das,Nawazuddin Siddiqui,Rasika Dugal,Tahir Raj Bhasin,6.674025974025974,7.4,6.413333333333333,7.5,6.800000000000001
Mantostaan,2017.0,92.0,Drama,6.0,89.0,Rahat Kazmi,Bhanu Pratap Singh,Sonal Sehgal,Shoib Shah,6.271282051282052,5.66,6.0,5.825,6.0
Manzil,1960.0,120.0,Drama,6.0,65.0,Mandi Burman,Dev Anand,Nutan,K.N. Singh,6.271282051282052,6.0,6.709803921568628,6.738095238095238,6.130000000000001
Manzilein Aur Bhi Hain,1974.0,112.0,Drama,4.2,16.0,Mahesh Bhatt,Gulshan Arora,Kabir Bedi,Mukesh Bhatt,6.271282051282052,5.726470588235294,4.2,4.885714285714286,4.2
Maqbool,2003.0,132.0,Crime,8.1,10024.0,Vishal Bhardwaj,Irrfan Khan,Tabu,Pankaj Kapur,6.17,7.1,7.15625,5.861111111111111,6.583333333333333
Maqsad,1984.0,166.0,Action,5.9,83.0,K. Bapaiah,Rajesh Khanna,Jeetendra,Jaya Prada,5.543406229290921,5.46,6.6,5.58125,5.446153846153846
Mard,1985.0,177.0,Action,6.2,1604.0,Manmohan Desai,Amitabh Bachchan,Amrita Singh,Nirupa Roy,5.543406229290921,6.4411764705882355,6.122340425531915,5.542857142857143,6.52
Mard Ko Dard Nahin Hota,2018.0,134.0,Action,7.4,6647.0,Vasan Bala,Abhimanyu Dasani,Radhika Madan,Mahesh Manjrekar,5.543406229290921,7.2,7.4,7.3,4.214285714285714
Mardaani,2014.0,113.0,Action,7.3,11913.0,Pradeep Sarkar,Rani Mukerji,Tahir Raj Bhasin,Priyanka Sharma,5.543406229290921,6.14,5.6,7.3,7.3
Mardaani 2,2019.0,103.0,Action,7.4,8198.0,Gopi Puthran,Sunny Hinduja,Rani Mukerji,Rajesh Sharma,5.543406229290921,7.4,7.4,5.989473684210526,5.9399999999999995
Margarita with a Straw,2014.0,100.0,Drama,7.2,3565.0,Shonali Bose,Nilesh Maniyar,Kalki Koechlin,Revathi,6.271282051282052,7.366666666666667,7.2,6.025,6.300000000000001
Marigold,2007.0,110.0,Comedy,4.8,1890.0,Willard Carroll,Salman Khan,Ali Larter,Nandana Sen,5.838155136268345,4.8,5.223529411764705,4.8,5.3
Marine Drive,1955.0,132.0,Action,6.4,16.0,G.P. Sippy,Bina Rai,Ajit,K.N. Singh,5.543406229290921,5.8,6.800000000000001,6.2700000000000005,6.130000000000001
Marjaavaan,2019.0,152.0,Action,3.6,3146.0,Milap Zaveri,Riteish Deshmukh,Sidharth Malhotra,Tara Sutaria,5.543406229290921,3.266666666666667,5.185714285714285,5.433333333333334,2.9000000000000004
Market,2003.0,160.0,Drama,3.5,132.0,Jayprakkash Shaw,Manisha Koirala,Suman Ranganath,Aryan Vaid,6.271282051282052,4.475,4.588888888888889,4.5,3.5
Marne Bhi Do Yaaron,2019.0,130.0,Comedy,4.9,73.0,Kashmira Shah,Krishna Abhishek,Kashmira Shah,Rishaab Chauhaan,5.838155136268345,4.9,4.55,4.6000000000000005,4.9
Maroon,2017.0,94.0,Thriller,5.1,291.0,Pulkit,Devyani Cm,Manav Kaul,Saurabh Sachdeva,5.382558139534884,5.1,5.1,6.08,5.1
Marshal,2002.0,109.0,Action,5.4,17.0,Manish R. Khandelwal,Ishrat Ali,Liyaqat Bari,Mithun Chakraborty,5.543406229290921,5.4,4.7700000000000005,5.4,5.826923076923077
Marte Dam Tak,1987.0,155.0,Action,4.9,108.0,Mehul Kumar,Raaj Kumar,Govinda,Farha Naaz,5.543406229290921,5.45,6.014285714285714,5.0473684210526315,5.014285714285714
Marudhar Express,2019.0,106.0,Drama,6.1,554.0,Vishal Mishra,Kunaal Roy Kapur,Tara-Alisha Berry,Rajesh Sharma,6.271282051282052,4.949999999999999,5.366666666666667,5.366666666666667,5.9399999999999995
Mary Kom,2014.0,122.0,Action,6.8,10089.0,Omung Kumar,Priyanka Chopra Jonas,Sunil Thapa,Robin Das,5.543406229290921,5.625,5.757142857142857,6.8,7.05
Maryada,1971.0,154.0,Family,7.1,61.0,Aravind Sen,Rajesh Khanna,Raaj Kumar,Mala Sinha,6.32,6.025,6.6,6.877777777777777,6.625
Masaan,2015.0,109.0,Drama,8.2,24900.0,Neeraj Ghaywan,Richa Chadha,Sanjay Mishra,Vicky Kaushal,6.271282051282052,7.133333333333333,5.3,6.028571428571429,7.55
Masala Chai,2017.0,80.0,Documentary,8.2,27.0,Marco Hülser,Mohammad Chacha,Gouri Mahato,Subodh Pramod,7.608333333333333,8.2,8.2,8.2,8.2
Masala Republic,2014.0,135.0,Comedy,5.2,105.0,Visakh G S,Indrajith Sukumaran,Soubin Shahir,Vinay Forrt,5.838155136268345,5.2,5.2,5.2,5.2
Maseeha,2002.0,117.0,Action,4.1,74.0,Partho Ghosh,Sunil Shetty,Namrata Shirodkar,Inder Kumar,5.543406229290921,5.127272727272727,4.634615384615385,5.62,4.949999999999999
Mashaal,1950.0,136.0,Drama,6.2,5.0,Nitin Bose,Ashok Kumar,Sumitra Devi,Ruma Guha Thakurta,6.271282051282052,6.466666666666667,6.5458823529411765,6.4,6.65
Mashooka,2005.0,107.0,Drama,5.3,30.0,Afzal Ahmad,Aditya Bal,Meghna Naidu,Vidya Malvade,6.271282051282052,5.3,5.3,4.0,5.3
Maska,2020.0,111.0,Comedy,5.8,1317.0,Neeraj Udhwani,Prit Kamani,Manisha Koirala,Shirley Setia,5.838155136268345,5.8,5.75,5.110526315789474,5.8
Masoom,1983.0,165.0,Drama,8.4,3771.0,Shekhar Kapur,Naseeruddin Shah,Shabana Azmi,Jugal Hansraj,6.271282051282052,8.0,6.185365853658537,6.389655172413794,6.3
Massey Sahib,1986.0,118.0,Drama,7.2,105.0,Pradip Krishen,Raghuvir Yadav,Barry John,Arundhati Roy,6.271282051282052,7.2,7.06,7.25,7.2
Mast,1999.0,153.0,Comedy,5.4,903.0,Ram Gopal Varma,Aftab Shivdasani,Urmila Matondkar,Dalip Tahil,5.838155136268345,5.690322580645161,4.766666666666667,5.30625,5.1
Mast Kalandar,1991.0,143.0,Action,5.2,44.0,Rahul Rawail,Dharmendra,Dimple Kapadia,Shammi Kapoor,5.543406229290921,5.2,5.924691358024691,5.482608695652174,5.872727272727272
Mastana,1970.0,151.0,Drama,6.8,51.0,Adurthi Subba Rao,Mehmood,Padmini,Bharathi,6.271282051282052,6.720000000000001,6.6,6.333333333333333,5.5
Master,2001.0,152.0,Action,4.8,24.0,Suneil Anand,Suneil Anand,Ting Leung,Sadashiv Amrapurkar,5.543406229290921,4.8,5.9,4.8,4.814285714285714
Masterji,1985.0,178.0,Comedy,6.5,95.0,K. Raghavendra Rao,Rajesh Khanna,Sridevi,Anita Raj,5.838155136268345,5.553333333333333,6.6,5.934782608695652,4.93
Masti,2004.0,166.0,Comedy,6.2,6068.0,Indra Kumar,Aftab Shivdasani,Vivek Oberoi,Riteish Deshmukh,5.838155136268345,5.392307692307692,4.766666666666667,5.181818181818182,5.130769230769231
Masti Express,2011.0,103.0,Adventure,5.1,91.0,Vikram Pradhan,Rajpal Yadav,Johnny Lever,Divya Dutta,6.188,5.1,5.785714285714286,4.5,5.5375
MASTI NAHI SASTI,2017.0,96.0,Comedy,3.3,6.0,Prem Chopra,Jagdeep,Shakti Kapoor,Kader Khan,5.838155136268345,3.3,4.449999999999999,4.425,5.26
Mastizaade,2016.0,119.0,Comedy,2.4,2622.0,Milap Zaveri,Tusshar Kapoor,Vir Das,Sunny Leone,5.838155136268345,3.266666666666667,4.2785714285714285,3.233333333333333,2.4
Mastram,2013.0,98.0,Biography,4.8,514.0,Akhilesh Jaiswal,Dhwani Gautam,Rahul Bagga,Tara-Alisha Berry,6.674025974025974,6.15,4.8,4.933333333333334,4.8
Mati Manas,1985.0,92.0,Documentary,7.7,42.0,Mani Kaul,Robin Das,Anita Kanwar,Ashok Sharma,7.608333333333333,7.025,7.7,6.9,7.7
Matru ki Bijlee ka Mandola,2013.0,151.0,Comedy,5.6,6035.0,Vishal Bhardwaj,Pankaj Kapur,Imran Khan,Anushka Sharma,5.838155136268345,7.1,7.171428571428572,5.866666666666666,6.275
Matrubhoomi,2003.0,99.0,Drama,7.7,2042.0,Manish Jha,Tulip Joshi,Sudhir Pandey,Sushant Singh,6.271282051282052,7.15,7.7,7.7,6.08
Mausam,1975.0,156.0,Musical,8.1,868.0,Gulzar,Sanjeev Kumar,Sharmila Tagore,Om Shivpuri,6.116470588235294,7.552941176470589,6.58,7.003333333333333,6.7
Mausam Ikrar Ke Do Pal Pyar Ke,2018.0,130.0,Drama,2.8,10.0,Partho Ghosh,Mukesh J Bharti,Madalsa Sharma,Manju Bharti,6.271282051282052,5.127272727272727,2.8,4.5,2.8
Maut,1998.0,120.0,Horror,4.3,25.0,Jeetu,Sapna Sappu,Raj Premi,Shabbir,4.68655462184874,4.3,5.055555555555555,4.3,4.3
Maut Ke Peeche Maut,2003.0,95.0,Horror,4.2,6.0,Kishan Shah,Hemant Birje,Brij Gopal,K.K. Goswami,4.68655462184874,5.25,4.3125,4.95,4.2
Mawaali,1983.0,150.0,Action,5.4,76.0,K. Bapaiah,Jeetendra,Sridevi,Jaya Prada,5.543406229290921,5.46,5.389411764705883,5.934782608695652,5.446153846153846
Mawali No,2002.0,115.0,Action,3.5,8.0,Leela Prasad,Sadashiv Amrapurkar,Mithun Chakraborty,Indraja,5.543406229290921,3.5,5.022222222222222,5.651515151515151,3.5
Maximum,2012.0,110.0,Action,4.7,202.0,Kabeer Kaushik,Sonu Sood,Naseeruddin Shah,Neha Dhupia,5.543406229290921,5.275,5.2,6.540000000000001,4.75
Maya,2001.0,105.0,Drama,7.0,278.0,Digvijay Singh,Anant Nag,Mita Vashisht,Nitya Shetty,6.271282051282052,7.0,7.2,6.35,7.0
Maya Bazaar,1958.0,150.0,Adventure,6.5,21.0,Babubhai Mistry,Mahipal,Anita Guha,Raj Kumar,6.188,6.629411764705883,6.825,6.866666666666667,6.5
Maya Darpan,1972.0,107.0,Drama,6.9,69.0,Kumar Shahani,Aditi,Iqbalnath Kaul,Anil Pandya,6.271282051282052,6.85,6.9,6.9,6.9
Maya Machhindra,1932.0,154.0,Drama,5.8,13.0,Shantaram Rajaram Vankudre,Govindrao Tembe,Durga Khote,Master Vinayak,6.271282051282052,6.617647058823529,5.8,6.75,5.8
Mayurpankh,1954.0,106.0,Adventure,5.9,16.0,Kishore Sahu,Kishore Sahu,Sumitra Devi,Odette Ferguson,6.188,6.314285714285715,6.1,6.4,5.9
Mazaa Mazaa,2005.0,99.0,Romance,2.7,58.0,T.L.V. Prasad,Farid Amiri,Mridula Baruah,Pankaj Berry,5.624503311258278,4.336363636363637,2.7,2.7,4.225
Mazaaq,1975.0,103.0,Comedy,6.7,17.0,Haidar Ali,Vinod Mehra,Moushumi Chatterjee,Aruna Irani,5.838155136268345,6.7,5.7,6.166666666666667,5.723809523809524
Mazdoor,1934.0,155.0,Drama,8.5,6.0,Mohan Dayaram Bhavnani,Bibbo,S.B. Nayampalli,Paidi Jairaj,6.271282051282052,8.5,8.5,8.5,7.65
Mazdoor Zindabaad,1976.0,124.0,Drama,5.7,14.0,Naresh Kumar,Randhir Kapoor,Parveen Babi,Manmohan Krishna,6.271282051282052,5.85,5.509090909090909,6.4,6.5
Me and Mrs,2009.0,109.0,Comedy,3.6,2925.0,Prem Soni,Salman Khan,Kareena Kapoor,Sohail Khan,5.838155136268345,3.7,5.223529411764705,5.613333333333333,3.65
Medal,2018.0,96.0,Drama,7.9,7.0,Ganesh Mehta,Muzahid Khan,Indrisha Basu,Tanushri Basak,6.271282051282052,7.9,7.9,7.9,7.9
Mee Raqsam,2020.0,80.0,Drama,6.7,384.0,Baba Azmi,Juhaina Ahsan,Shivangi Gautam,Danish Husain,6.271282051282052,6.7,6.7,6.7,6.7
Mee Sindhutai Sapkal,2010.0,110.0,Biography,6.9,126.0,Ananth Narayan Mahadevan,Jyoti Chandekar,Ameya Hunaswadkar,Neena Kulkarni,6.674025974025974,5.618181818181818,6.9,6.9,6.95
Meenakshi,1942.0,155.0,Drama,7.2,12.0,Modhu Bose,Sadhona Bose,Ahindra Choudhury,Rajlakshmi Devi,6.271282051282052,6.800000000000001,6.800000000000001,7.2,7.2
Meendum Kokila,1981.0,139.0,Comedy,6.2,115.0,G.N. Rangarajan,Kamal Haasan,Sridevi,Unni Mary,5.838155136268345,6.4,6.71,5.934782608695652,7.133333333333333
Meera,1979.0,155.0,Drama,6.6,109.0,Gulzar,Hema Malini,Vinod Khanna,Shammi Kapoor,6.271282051282052,7.552941176470589,5.9125,5.869565217391305,5.872727272727272
Meera Ka Mohan,1992.0,152.0,Romance,5.5,14.0,K. Ravi Shankar,Avinash Wadhawan,Ashwini Bhave,Pran,5.624503311258278,5.166666666666667,4.95,5.2,6.39811320754717
Meeruthiya Gangsters,2015.0,129.0,Comedy,7.2,623.0,Zeishan Quadri,Jaideep Ahlawat,Aakash Dahiya,Jatin Sarna,5.838155136268345,7.2,7.2,7.2,7.2
Meet Mere Man Ke,1991.0,150.0,Action,5.3,13.0,Mehul Kumar,Feroz Khan,Salma Agha,Prasenjit Chatterjee,5.543406229290921,5.45,5.89,5.3,5.433333333333334
Megalopolis,2018.0,79.0,Mystery,6.6,18.0,Rohit Mittal,Kuldeep Patil,Naina Sareen,Arjun Radhakrishnan,5.898148148148148,6.25,6.6,6.6,6.6
Meharbaani,1982.0,140.0,Drama,6.1,22.0,Ajit Singh Deol,A. Nairang,Mahendra Sandhu,Sarika,6.271282051282052,6.1,6.1,6.1,5.733333333333333
Mehboob Ki Mehndi,1971.0,151.0,Drama,6.7,119.0,Harnam Singh Rawail,Rajesh Khanna,Leena Chandavarkar,Pradeep Kumar,6.271282051282052,6.625,6.6,6.3,6.4799999999999995
Mehbooba,1976.0,134.0,Drama,6.5,144.0,Shakti Samanta,Rajesh Khanna,Hema Malini,Prem Chopra,6.271282051282052,6.64375,6.6,6.2318181818181815,6.253333333333333
Mehndi,1998.0,153.0,Drama,3.4,299.0,Hamid Ali Khan,Faraaz Khan,Rani Mukerji,Ushma Rathod,6.271282051282052,3.4,4.05,5.989473684210526,3.4
Mehndi Lagi Mere Haath,1962.0,128.0,Comedy,5.9,23.0,Suraj Prakash,Ashok Kumar,Nanda,Shashi Kapoor,5.838155136268345,5.685714285714285,6.5458823529411765,6.6066666666666665,6.3
Mehrban,1967.0,162.0,Drama,7.2,47.0,A. Bhimsingh,Ashok Kumar,Sulochana Latkar,Sunil Dutt,6.271282051282052,6.8076923076923075,6.5458823529411765,6.866666666666667,7.0
Mehsampur,2018.0,99.0,Drama,6.6,41.0,Kabir Singh Chowdhry,Chamkara,Chamak Chamkila,Lal Chand,6.271282051282052,6.6,6.6,6.6,6.6
Mela,1948.0,152.0,Family,7.5,98.0,S.U. Sunny,Nargis,Dilip Kumar,Jeevan,6.32,7.25,7.447619047619048,6.8999999999999995,6.2
Melody,1997.0,148.0,Drama,6.4,123.0,Sai Paranjape,Shabana Azmi,Aruna Irani,Zakir Hussain,6.271282051282052,7.459999999999999,6.8297297297297295,6.4,5.083333333333333
Mem Sahib,1956.0,113.0,Comedy,7.2,36.0,R.C. Talwar,Meena Kumari,Shammi Kapoor,Pratima Devi,5.838155136268345,6.75,6.8999999999999995,6.542857142857143,7.300000000000001
Mem-Didi,1961.0,137.0,Comedy,7.4,31.0,Hrishikesh Mukherjee,Lalita Pawar,David Abraham,Tanuja,5.838155136268345,7.266666666666667,7.4,7.4,6.683333333333334
Memories,1964.0,113.0,Drama,7.6,97.0,Sunil Dutt,Sanjay Dutt,Sunil Dutt,Nargis,6.271282051282052,7.075,5.255357142857143,6.5249999999999995,7.55
Memories in March,2010.0,104.0,Drama,7.2,442.0,Sanjoy Nag,Deepti Naval,Raima Sen,Rituparno Ghosh,6.271282051282052,6.550000000000001,5.86,6.225,7.2
Memsaab,1971.0,138.0,Thriller,6.1,17.0,Atma Ram,Yogeeta Bali,Vinod Khanna,Johnny Walker,5.382558139534884,5.763636363636364,6.0,5.869565217391305,6.50625
Men Not Allowed,2006.0,115.0,Drama,3.6,38.0,Shrey Srivastava,Payal Rohatgi,Tina Mazumdar,Nassar Abdulla,6.271282051282052,3.6,3.5,3.6,4.0
Mera Damad,1995.0,127.0,Comedy,4.4,794.0,Partho Ghosh,Utpal Dutt,Ashok Kumar,Farooq Shaikh,5.838155136268345,5.127272727272727,6.6000000000000005,6.386956521739131,5.875
Mera Desh Mera Dharam,1973.0,120.0,Drama,5.6,11.0,Dara Singh,Dara Singh,Ratan Aulakh,Mumtaz Begum,6.271282051282052,6.466666666666666,6.25,4.75,5.35
Mera Dil Tere Liye,1992.0,155.0,Romance,4.8,8.0,S.A. Chandrashekhar,Gopi Bhalla,Dinesh,Aruna Irani,5.624503311258278,5.516666666666667,4.8,4.8,5.723809523809524
Mera Gaon Mera Desh,1971.0,151.0,Action,7.0,302.0,Raj Khosla,Asha Parekh,Dharmendra,Vinod Khanna,5.543406229290921,6.547058823529412,6.8,6.275,6.083333333333333
Mera Haque,1986.0,135.0,Action,4.7,36.0,Ajay Kashyap,Sanjay Dutt,Anita Raj,Gulshan Grover,5.543406229290921,4.8,5.255357142857143,5.18,4.984210526315789
Mera Naam Johar,1968.0,160.0,Comedy,5.8,11.0,Sarankant,I.S. Johar,Sonia Sahni,Tiwari,5.838155136268345,5.8,6.35,5.566666666666666,5.8
Mera Naam Joker,1970.0,224.0,Comedy,8.0,4684.0,Raj Kapoor,Raj Kapoor,Manoj Kumar,Simi Garewal,5.838155136268345,7.145454545454545,6.92,7.06923076923077,6.942857142857143
Mera Naseeb,1989.0,150.0,Drama,4.1,7.0,S. Karnam,Rohan Kapoor,Anuradha Patel,Sahil Vaid,6.271282051282052,4.1,4.1,4.533333333333333,5.599999999999999
Mera Pati Sirf Mera Hai,1990.0,142.0,Drama,3.8,37.0,Manobala,Jeetendra,Rekha,Radhika Sarathkumar,6.271282051282052,3.8,5.389411764705883,5.821276595744681,5.4
Mera Rakshak,1978.0,157.0,Action,4.6,19.0,R. Thyagaraajan,Mithun Chakraborty,Abhi Bhattacharya,Shreeram Lagoo,5.543406229290921,5.683333333333334,5.34078947368421,5.4,6.341666666666666
Mera Ramrajya Nai Kranti,2020.0,162.0,Drama,8.8,16.0,Shyam Bharteey,Shyam Bharteey,Ashwin Krishna Gaur,Aman Gupta,6.271282051282052,8.8,8.8,8.8,8.8
Mera Saathi,1985.0,140.0,Drama,4.9,14.0,K. Raghavendra Rao,Jeetendra,Jaya Prada,Rajiv Kapoor,6.271282051282052,5.553333333333333,5.389411764705883,5.615,5.333333333333333
Mera Saaya,1966.0,128.0,Drama,7.6,864.0,Raj Khosla,Sunil Dutt,Sadhana,Jagdish Sethi,6.271282051282052,6.547058823529412,6.3375,7.2625,7.1
Mera Shikar,1988.0,141.0,Action,3.9,7.0,Keshu Ramsay,Dimple Kapadia,Kabir Bedi,Danny Denzongpa,5.543406229290921,5.324999999999999,5.74,4.885714285714286,5.909523809523809
Meraa Dost Meraa Dushman,1984.0,129.0,Action,5.2,12.0,Raj Khosla,Shatrughan Sinha,Smita Patil,Geeta Behl,5.543406229290921,6.547058823529412,5.429166666666667,6.261904761904762,5.2
Meraa Ghar Mere Bachche,1985.0,150.0,Drama,4.7,20.0,Chander Vohra,Raj Babbar,Smita Patil,Meenakshi Sheshadri,6.271282051282052,5.633333333333333,5.78421052631579,6.261904761904762,5.654545454545455
Mere Aagosh Mein,2000.0,142.0,Thriller,5.5,11.0,B. Prasad,Rana Jung Bahadur,Kirti,Kirti Shetty,5.382558139534884,6.2,5.233333333333333,5.5,5.5
Mere Apne,1971.0,164.0,Drama,7.4,536.0,Gulzar,Meena Kumari,Vinod Khanna,Shatrughan Sinha,6.271282051282052,7.552941176470589,6.8999999999999995,5.869565217391305,6.188888888888889
Mere Baad,1988.0,140.0,Drama,6.6,30.0,Vishwamitra,Maya Alagh,Beena Banerjee,Anil Dhawan,6.271282051282052,5.6,5.3999999999999995,5.35,5.0375
Mere Baap Pehle Aap,2008.0,163.0,Comedy,5.4,2058.0,Priyadarshan,Akshaye Khanna,Paresh Rawal,Genelia D'Souza,5.838155136268345,6.1521739130434785,5.9625,6.566666666666666,5.4
Mere Bhaiya,1972.0,138.0,Drama,5.6,13.0,Satyen Bose,Vijay Arora,Nazima,Suresh Chatwal,6.271282051282052,6.7823529411764705,5.949999999999999,5.25,5.933333333333334
Mere Brother Ki Dulhan,2011.0,139.0,Comedy,5.8,8946.0,Ali Abbas Zafar,Imran Khan,Katrina Kaif,Ali Zafar,5.838155136268345,5.2,5.966666666666666,5.7555555555555555,5.8
Mere Dad Ki Maruti,2013.0,101.0,Comedy,6.4,4535.0,Ashima Chibber,Saqib Saleem,Rhea Chakraborty,Ram Kapoor,5.838155136268345,6.4,7.0,6.4,5.15
Mere Do Anmol Ratan,1998.0,161.0,Drama,5.0,45.0,K. Ravi Shankar,Arshad Warsi,Namrata Shirodkar,Mukul Dev,6.271282051282052,5.166666666666667,5.061538461538461,5.62,5.0
Mere Dost Picture Abhi Baaki Hai,2012.0,180.0,Comedy,3.5,191.0,Rajnish Thakur,Sunil Shetty,Udita Goswami,Rajpal Yadav,5.838155136268345,3.4,4.634615384615385,4.3500000000000005,5.699999999999999
Mere Haule Dost,2013.0,112.0,Comedy,6.7,26.0,Nitin Raghunath,Aadil Abedi,Catherine Fallows,Kiran Gadalay,5.838155136268345,6.7,6.7,6.7,6.7
